aboard,cn_in,date,fatalities,flight,ground,location,operator,registration,route,summary,time,type
64.0,87304305,114505200,56.0,,0.0,"Baku, Azerbaijan, USSR",Aeroflot,CCCP-46435,,Crashed after after attemping a return to the airport for an emergency landing.,,Antonov AN-24V
17.0,4105,114850800,16.0,,0.0,"El Yopal, Colombia",AVIANCA,HK-111,Villavicencio - El Yopal,Struck a hill in heavy fog. Flying VFR in IFR conditions.,,Douglas DC-3
42.0,1115,115282800,42.0,,0.0,"Bogota, Colombia",Aerovias Brasil,HK-777,Bogota - Cartagena,Crashed into El Cable Mountain after taking off in fog.,12:45,Lockheed L-188A Electra
25.0,6008,115369200,24.0,,0.0,"Near Huete, Spain",Military - U.S. Air Force,63-8077,Athens - Madrid,"The aircraft was cleared to 5,000 ft. but descended to 3,000 ft. The plane hit a ridge became airborne, rolled over and crashed inverted into a ravine.",21:45,Lockheed C-141A
149.0,18916/455,115369200,1.0,742,0.0,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,N8705T,Honolulu - Los Angeles,"The plane porpoised while descending to LAX. The aircraft was subjected to 2 minutes of peak acceleration forces of 2.4 g.  A combination of design tolerances in the aircraft's longitudinal control system which, under certain conditions, produced a critical relationship between control forces and aircraft response.",20:50,Boeing B-707-331B
5.0,,115974000,4.0,,0.0,"Gary, Indiana",Aegler Stuart Flying Service  / Private,N7881Y / N6270F,"Grand Rapids, MI - Gary, IN","The Piper, landing on Runway 20 collilded with the Cessna at a runway intersection. Two killed on each plane. Pilots failed to see and avoid eachother.",22:30,Piper PA-30 / Cessna 337A
6.0,46146,116319600,6.0,,0.0,"King Cove, Alaska",World Airways,N802WA,"Travis AFB - Clark AFB - Yokota AFB, Japan","Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain.",04:42,McDonnell Douglas DC-8-63F
4.0,,116406000,4.0,,0.0,"Paintsville, Kentucky",Wicks Flying Service - Air Taxi,N1834H,"Humbolt, TN - Paintsville, KY",Collided with trees while en route. Cancelled IFR en route. Continued VFR flight into adverse weather conditions.,15:18,Cessna 310H
41.0,151/149,116578800,41.0,,0.0,"Moganik, Yugoslavia",JAT Yugoslav Airlines,YU-AHD,Skopje - Titograd,"The aircraft struck Moganik Mountain at 6,300 ft., while descending.",,Aerospatiale Caravelle 6N
6.0,BA-176,117356400,6.0,-,0.0,"Natchitoches, Louisiana",Private Charter,N50JR,"Natchitoches, La - Dallas, TX","The plane crashed into a tree 200 yards past the end of the runway while taking off  from Natchitoches, Louisiana Municipal Airport. A witness to the crash reported that the plane never seemed to gain any altitude. It scraped the top of a pecan tree, catching a wing and crashed to the ground. Pilot failed to see/avoid objects, obstructions. Pilot had severe coronary artery disease. Ran 3 miles from motel to airport.  May have had a heart attack. Singer Jim Croce, 30, killed.  Also killed were accompanist Maurice Muehleisen, publicist Kenny Cortese, road manager Dennis Rast, comedian George Stevens and pilot Robert Elliot. Croce's company had just completed a performance before a crowd of 2,000 at Northwest State University.",22:45,Beechcraft E18S
2.0,,117702000,2.0,,0.0,"Eagleville, California",Dunlap Aviation - Air Taxi,N3015C,"Bakersfield, CA - Long Beach, CA",Crashed into mountain while en route. Failed to see and avoid obstructions in rain and hail. No local navaids. Mountain obscured.,02:00,Cessna 310
3.0,,117788400,3.0,,0.0,"Lincoln, Nebraska",Lisa Jet Inc. - Air Taxi,N40LB,"Lincoln, NB - Omaha, NB",Crashed while in initial climb. Inadequate preflight preparation. Poor crew coordination.,06:18,Gates Lear 25
11.0,056,117961200,11.0,655,0.0,"Rich Mountain, Arkansas",Texas International Airlines,N94230,Memphis - El Dorado - Texarkana - Dallas,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information.",19:52,Convair 600
9.0,20182,118220400,9.0,,0.0,"Miritituba, Brazil",Aeronorte,PT-CEV,,"The crew started the takeoff roll at a point 200m down the runway, with a runway distance remaining of 1080m. After taking off, the DC-3 climbed slowly, entered a right turn, stalled and crashed in flames.  Power loss on one or both engines, due to maintenance deficiencies or fuel contamination.",,Douglas DC-3A
108.0,21904,118220400,108.0,,0.0,"Near Sverdlovsk, Russia",Aeroflot,CCCP-42506,,"The aircraft crashed shortly after takeoff while on a go-around. After reaching an altitude of 1,200 ft. the aircraft banked to the left which steepened until the plane began to descend and finally crashed. Malfunctioning artificial horizon.",20:40,Tupolev TU-104B
10.0,9346502,118393200,10.0,,0.0,"Magadan, Russia",Aeroflot,CCCP-12967,,Struck high ground after going off course during a go-around.,,Antonov AN-12V
8.0,259,118566000,8.0,,0.0,"Itaituba, PA, Brazil",Taxi Aéreo Cesar Aguiar,PT-DVN,,,,Britten-Norman BN-2A-7 Islander
8.0,25086,119257200,8.0,,0.0,"Acapulco, Mexico",Avionas  Banamex,XA-COL,,Crashed while approaching to land.,,de Havilland DH-125-1A
119.0,021504,119343600,119.0,964,0.0,"Near  Domodedovo, Russia",Aeroflot,SSR-42486,Tbilisi - Moscow,"After making a right turn, the aircraft plunged to earth from 1,500 ft.  Electrical failure of the compass and main gyro.",20:15,Tupolev TU-104B
7.0,3808,119516400,7.0,,0.0,"Fort Smith AFB, Oklahoma",Military - U.S. Air Force,62-1845,,Crashed into a mountain.,,Lockheed C-130E Hercules
65.0,2068,120207600,8.0,,0.0,"Guanabara Bay, Brazil",VASP,PP-SMJ,Rio de Janeiro - Belo Horizonte,"The takeoff from Santos Dumont airport was aborted after a loss of power occurred before the V1 speed was reached. Due to poor braking action, emergency brakes were applied. The pilot-in-command retracted the landing gear after it was apparent an overrun was imminent. The aircraft slid into Guanabara Bay.",,NAMC YS-11A-211
4.0,210,120729600,4.0,,0.0,Sainte Lucia Island,CATA,N37JA,,Flew into Mt. Gimie while en route.,,Britten-Norman BN-2A-6 Islander
7.0,,120902400,2.0,,0.0,"La Verne, California",Jack N. Boswick - Air Taxi,N6273Q,"La Verne, California - Willow Rock, Arizona",The aircraft failed to become airborne and overran the runway on takeoff. The landing gear collapsed and the plane crashed. Failed to use checklist. Gust lock engaged.,06:05,Cessna 401A
16.0,150,121075200,6.0,,0.0,"Villavicencio, Colombia",Lineas Aéreas La Urraca,HK- 718,Arauca - Cucuta,The aircraft crashed after diverting to Villavicencio after experiencing hydrauliproblems and having to feather the No. 1engine.,,Handley Page HPR-7 Herald 101
128.0,46700/14,121161600,1.0,27,0.0,"Near Albuquerque,  New Mexico",National Airlines,N60NA,"Miami, FL - San Francisco, CA","Overspeeding of the starboard engine caused the engine to disintegrate. Pieces struck the fuselage, breaking a window, causing rapid explosive decompression and a passenger was sucked out of the plane.  The plane landed safely. The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engine's low pressure compressor. This led to engine overspeeding and destruction of the engine.",16:40,McDonnell Douglas DC-10-10
3.0,19368/640,121161600,3.0,160,0.0,"Boston, Massachusett",Pan American World Airways,N458PA,New York City - Prestwick,Smoke in the cockpit and uncontrollable fire caused by spillage of nitriacid on sawdust packing in the cargo hold. The aircraft was named 'Clipper Titian.',09:39,Boeing B-707-321C
27.0,14910/26355,122371200,27.0,,0.0,"Near Quang-Ngai, Vietnam",Air Vietnam (South Vietnam),XV-NIE,,Flew into a mountain while en route. Flying under VFR in IFR conditons.,,Douglas DC-3
72.0,21901,124099200,13.0,,0.0,"Moscow, Russia",Aeroflot,CCCP-42503,,The aircraft crashed after the wing touched the ground while landing short of the runway.,,Tupolev TU-104B
8.0,NA741/25213,124272000,8.0,,0.0,"Churchill Falls, Newfoundland, Canada",Churchill Falls Co.,CF- CFL,Montreal - Churchill Falls,"The aircraft crashed 2 miles short of the runway. Inadequate cockpit discipline, distractions in cockpit. Pilot suffered from visual illusions due to relying on visual cues.",22:55,de Havilland DH-125-400A
10.0,43718/371,124444800,10.0,,0.0,"Sitkin Island, Alaska",Military - U.S. Navy,131615,Elmendorf AFB - Adak,Struck a mountain 40 miles from Adak.,,Douglas DC-118
51.0,3351406,124876800,51.0,,0.0,"Near Vilnius, Lithuania",Aeroflot,CCCP-45061,,Went into a sudden dive and crashed to the ground.,,Tupolev TU-124
177.0,18838,124963200,30.0,110,0.0,"Rome, Italy",Pan American World Airways,N407PA,Rome - Beirut,Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named 'Clipper Celestial.',13:00,Boeing B-707-321B
2.0,,125049600,2.0,,0.0,"Manhattan, Kansas",Capitol Air Service - Air Taxi,N3269X,"Norman, OK - Manhattan, KS","Following ground contact, the aircraft became airborne for a distance of 525 ft., struck power lines and crashed.",19:14,Cessna 310L
9.0,444,125308800,6.0,,0.0,"Talara, Peru",TAM (Bolivia),TAM-47,US - La Paz,Crashed on approach.,,Convair CV-440
20.0,,125308800,20.0,,0.0,"Near Siagon, South Vietnam",Military - Vietnamese Air Force,,,Ammunition exploded while the aircraft was on the ground.,,Boeing Vertol CH-47 (helilcopter)
106.0,069/84,125395200,106.0,,0.0,"Near Tetouan, Morocco",Sobelair SA (Belgium),OO-SRD,Paris - Tanger,"After missing the outer marker, the aircraft continued off course and crashed into Mt. Mellaline, 20 kms from the airport at an elevation of 2,300 feet in rain. Crew error. The pilot started his final turn too far east of the runway.",22:10,Sud-Aviation Caravelle VI-N
17.0,350202,125481600,17.0,,0.0,"Lvov, Ukraine, USSR",Aeroflot,CCCP-45004,,Crashed after takeoff. Engine failure. A defective turbine blade failed resulting in violent vibration of the engine and rupturing of a fuel line and causing an in-flight fire.,,Tupolev TU-124
25.0,1498,125913600,1.0,,0.0,"Durban, South Africa",Executive Funds,ZS-DAK,,"The No.1 engine failed while the DC-3  turned onto final approach.  Shortly thereafter,  the No.2 engine also failed. The aircraft was turned towards a beach and was ditched successfully. One  non-swimming passenger  drowned.",,Douglas DC-3
42.0,11015,126259200,38.0,,0.0,"Near Turin, Italy",Itavia,I-TIDE,Bologna - Torino,Crashed 2 miles short of the runway during an approach in fog and heavy rain.,12:38,Fokker F-28 Fellowship 1000
4.0,22490,126691200,4.0,,0.0,"Unduavi, Bolivia",Servicios Aéreos Boliviano,CP-990,San Borja - La Paz,The cargo plane hit a mountain en route.,,Curtiss C-46F
17.0,U-125,126691200,12.0,,0.0,"Johnstown, Pennsylvania",Air East,N125AE,"Pittsburgh, PA - Johnstown, PA",Crashed short of the runway.  Failed to maintain flying speed. Improper IFR operation. Premature descent below safe approach slope for reasons undetermined.,18:05,Beechcraft 99A
24.0,77303405,126691200,24.0,,0.0,"Mukachevo, Russia",Aeroflot,CCCP-46357,,,,Antonov AN-24V
31.0,1704,126946800,31.0,,0.0,"Near Nevia, Colombia",Military - Colombian Air Force,FAC-1103,Florencia - Bogota,The domestiflight crashed into a mountain while en route to Bogota. A fire broke out in the cabin soon after taking off.,16:36,Hawker Siddeley HS 748-260
24.0,,127033200,24.0,,0.0,"La Paz, Bolivia",TAM (Bolivia),TAM-52,Santa Rose - La Paz,The non-scheduled passenger flight crashed while en route to La Paz.,,Douglas C-54
14.0,1905,127638000,14.0,,0.0,"Cigerdu, Colombia",Cessnyca,HK-1216,,Crashed after climbing to cruising altitude.,18:15,Douglas DC-3A
4.0,77303610,128329200,4.0,,0.0,"Rostov, Russia",Aeroflot,CCCP-46277,,On a positioning flight the aircraft crashed past the end of the runway. Failure of the artificial horizon.,,Antonov An-24B
2.0,,128329200,2.0,,0.0,"Goldendale, Washington",Inland Aviation - Air Taxi,N7888G,"Ephrata, WA - Portland, OR","Collided with trees at 5,600 ft. in sleet and freezing rain while en route. Continued VFR flight into adverse weather.",06:58,Cessna 172L
73.0,11057,128415600,66.0,,0.0,"Izmir, Turkey",Turkish Airlines (THY),TC-JAO,Izmir - Istanbul,"The plane yawed left, pitched nose down and crashed shortly after taking off. Icing. Frost on the wings along with over rotation resulted in a stall. Crew error.",07:30,Fokker F-28 Fellowship 1000
3.0,,128502000,3.0,,0.0,"S. Dominican Pueblo, New Mexico",Taos Airways - Air Taxi,N633Q,"Taos, NM - Albuquerque, NM",Continued VFR flight into adverse weather. Crashed in snow while en route. Attempted to fly into icing conditions without anti-icing equipment or pitot heat.  Pilot minimally instrument qualified.,13:15,Beechcraft J-35
4.0,,128588400,4.0,,0.0,"Winger, Minnesota",Theif River Aviation - Air Taxi,N5290S,"Thief River, MN - Owatonna, MN",Crashed in a steep nose down right wing low attitude in snow. Spatial disorientation. Continued VFR flight into adverse weather.,07:50,Piper PA-28
101.0,19376/661,128761200,96.0,806,0.0,"Pago Pago, American Samoa",Pan American World Airways,N454PA,Auckland - Pago Pago,"The aircraft crashed and burned while making ILS approach to Pango Pango International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and paniafterwards. The aircraft was named Clipper Raidant.",23:41,Boeing B-707-321B
298.0,19638/3,129020400,1.0,,0.0,"Near Honolulu, HI",Pan American World Airways,N732PA,"San Francisco, CA - Honolulu, HI - Agana, Guam",A 16 month old child was asphyxiated by a seat belt while unattended.,21:30,Boeing B-747
40.0,,129625200,35.0,,0.0,"Near Souda, Crete",Military - West German Air Force,50-63,,"The twin-engine turboprop hit a mountain at an elevation of 5,000 ft. during an ILS approach.",17:30,Transall C-160D
2.0,,129711600,2.0,,0.0,AtlantiOcean,North Cay Air - Air Taxi,N864JA,"St. Croix, VI - St. Thomas, VI",Lost at sea. Never recovered.,19:31,Brittonnorman BN-2A6
15.0,,130748400,1.0,523,0.0,"Baltimore, Maryland",Delta Air Lines,,Baltimore - Atlanta,"An out of work Pennsylvania salesman, Samuel Byck attempted to hijack Flight 523. His plans were to fly the plane into the White House and kill president Richard Nixon. He killed a security guard to get on board. He then shot and killed to copilot and seriously wounded the pilot. He was wounded  by a security guard and soon after killed himself. The plane never left the ground.",,MDonnell Dougals DC-9
